Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2021-03-07;21,00;61,76;0,00;21,00;0,00;0,00;0,00;0,00;0,00;21,00;60,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;21,00;0,00;39,67
2021-03-14;20,00;20,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;20,00
2021-03-21;0,00;0,00;0,00;17,00;0,00;22,00;0,00;0,00;22,00;7,00;7,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;9,00;0,00;0,00
2021-03-28;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;75,43;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;24,00
2021-04-04;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;21,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;18,00;0,00;0,00
2021-04-11;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,00;39,00;0,00;0,00;0,00;21,00;21,00;0,00;21,00;0,00;21,00
2021-04-18;0,00;17,00;0,00;0,00;0,00;44,00;0,00;0,00;22,00;0,00;13,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;17,00;0,00;9,00
2021-04-25;0,00;0,00;0,00;0,00;0,00;44,00;0,00;0,00;0,00;7,00;20,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;17,00;9,00;0,00
2021-05-02;0,00;16,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;25,00;0,00;0,00;0,00;19,00;6,00;0,00;8,00;0,00;0,00
2021-05-09;43,00;21,50;21,50;21,50;0,00;0,00;0,00;0,00;0,00;0,00;109,15;89,31;0,00;0,00;0,00;109,15;0,00;22,76;0,00;22,76;22,76
2021-05-16;21,00;43,31;43,31;0,00;0,00;21,00;0,00;0,00;21,00;0,00;66,50;112,00;0,00;0,00;0,00;87,50;0,00;21,00;0,00;0,00;0,00
2021-05-23;22,00;22,00;22,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;44,00;0,00;0,00;0,00;84,86;0,00;0,00;44,00;0,00;22,00
2021-05-30;23,00;46,00;0,00;0,00;0,00;46,00;0,00;23,00;0,00;0,00;69,00;164,29;23,00;0,00;0,00;69,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;0,00;17,00;0,00;0,00;0,00;67,00;0,00;22,00;0,00;0,00;34,00;34,00;0,00;0,00;0,00;27,00;14,00;0,00;9,00;0,00;0,00
2021-06-13;23,00;23,00;23,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;115,00;161,00;23,00;0,00;23,00;111,71;46,00;0,00;23,00;0,00;23,00
